Gene Start (bp)	Associated Gene Name
112160543	NPM1P14
18910418	PHKA2
33832780	RP11-89N17.4
94799599	TTC37
112262433	AC002463.3
50357458	TUSC2
33908113	RP11-89N17.3
10664607	RP11-215G15.4
114600366	CTC-428G20.1
19408925	ACER2
47990894	NAPA
114624733	HMGN1P15
112375221	MIPEPP1
207101863	PIGR
114725340	CTNNAP1
22248785	AE000659.1
27253682	POM121L2
66790355	RPL4
22297692	TRAV11
110736666	GAR1
10761177	CTD-2154B17.4
67908572	MIR5694
22371257	TRAV8-5
68077703	RP11-643G16.3
87791693	RNU6-873P
114738077	AK3P4
46671938	PLA2G7
87959370	RNU6ATAC6P
22418629	TRAV15
114825331	CTB-161J7.1
88144558	CBX5P1
22431047	AE000659.41
68081646	RP11-643G16.4
114829254	CTB-161J7.2
88366306	ABCF2P1
30476163	HORMAD2
24197016	CNR2
22480149	AE000660.4
58822283	AC020915.1
15026771	AC068286.1
56495115	RP11-603J24.9
58830643	AC010642.2
17363758	Y_RNA
15537559	RP11-32P22.1
32933877	SCG5
31485454	DDX39B
17410665	RP11-524F11.1
114847774	CCT5P1
10775170	CTD-2154B17.1
17481945	RNU6-468P
27342394	ZNF391
17494742	RP11-524F11.2
58858220	CTD-2619J13.8
62714733	C20orf201
68084019	Y_RNA
17577340	SMCR2
68119017	COX7A2P1
15704294	AC008278.2
129262057	H1FOO
114937754	AC010226.4
13521224	HDAC11
37844167	ERBB2
17662468	RAI1-AS1
24285599	PNRC2
30321146	RPP21
11027312	RNU6-429P
17680000	SMCR5
17681095	RP1-253P7.1
12297511	RNU6-679P
62758030	RP11-927P21.5
60197062	MS4A5
32080837	EGFL8
17717150	MIR33B
15808808	AC008278.3
62737173	NPBWR2
17761583	AC122129.1
167726465	GOLIM4
62774960	RP11-927P21.4
69546905	GFPT1
134598297	NKX6-2
113724680	QTRTD1
115027159	CTC-505O3.3
58859117	A1BG-AS1
17884506	AC087163.3
12554002	RP11-308B16.2
19507450	SLC24A2
68710939	MARVELD2
101459420	LRRK1
17904415	Y_RNA
131102925	SLC27A4
17913957	AC087163.2
115091341	CTC-505O3.2
33474836	UNC45B
15941871	AC113608.1
115106283	CTC-505O3.1
22610887	AE000660.1
62775377	PLEKHM1P
22623012	TRAV28
115110016	RNU2-49P
18049866	snoU13
12574969	CT49
18075939	RP11-258F1.1
36337717	RP11-1407O15.2
50367219	RASSF1
27418522	ZNF184
115310210	CTC-555I19.1
41653964	AL035588.1
58869365	CTD-2619J13.9
58873951	CTD-2619J13.3
116697952	TRUB1
16005059	RNU5E-7P
42470734	ATP1A3
58874805	RNA5SP473
58898137	MIR4754
30636436	LIF
110749150	RRH
58911588	CTD-2619J13.13
115365715	AC034236.2
115378868	AC034236.1
58915605	CTD-2619J13.14
16010063	RP11-120J4.1
62783144	MYT1
115387607	CTD-2287O16.1
16043792	snoU13
18684308	TVP23B
157052687	SOX30
1635659	PXDN
12599735	AC106771.1
58929927	CTD-2619J13.16
41704449	PGC
58939999	CTD-2619J13.17
13984236	SPON1
21187984	MAP2K3
58951815	CTD-2619J13.19
16060521	MYCNUN
58986722	CTD-2619J13.23
121103719	INHBB
58995116	RNU6-1337P
60223225	MS4A1
111411005	LAYN
59002214	RN7SL693P
12794212	RP11-419C19.3
207131310	FCAMR
59054670	RN7SL525P
44100769	SRRM5
115413807	CTD-2287O16.4
59070496	AC016629.8
30658818	OSM
62813308	RN7SL409P
115419504	CTD-2287O16.5
68263014	ESRP2
62821883	RNU7-115P
96940074	SNRNP200
62843504	RP11-927P21.7
62867622	RN7SL404P
91461367	KIF20B
18171394	RP1-178F10.1
12794843	RP11-419C19.1
62877209	RP11-927P21.8
34838938	TTC23L
31072775	C6orf15
27775257	HIST1H2BL
62888846	RP11-927P21.9
18215218	RPL7AP65
16061159	MYCNOS
62888847	RP11-927P21.1
18216074	RPL21P121
115524152	RNU6-644P
121221911	LINC01101
115553723	HMGN2P27
59084870	CENPBD1P1
26833261	FOXN1
18227536	RP1-178F10.3
115638051	CTC-339F2.2
44111371	ZNF428
14299511	RRAS2
37012607	COX6A1P2
18283169	RP1-37N7.1
21890659	RP11-645C24.2
31076302	PSORS1C1
18292185	RP1-37N7.5
115780104	AC010296.1
18296794	TBC1D3P4
62895884	RP11-927P21.2
14156533	5S_rRNA
14284393	RP11-21L19.1
49654077	ARHGAP22
46951472	RP11-38L15.3
37137979	PIM1
30517400	GNL1
115783243	CTB-118N6.3
28569974	DSC3
44126520	CADM4
90692400	ACTA2-AS1
68788119	OCLN
59093391	MGC2752
59097525	AC016629.7
47011753	LINC00842
20341663	MLLT3
90775593	RP11-399O19.9
101404524	SNORD113-5
30681106	GATSL3
12914180	RP11-419C19.2
59105263	AC016629.3
98215601	RP11-204N11.1
170533784	CLCN3
101405405	SNORD112
21737895	AC009977.1
90820788	snoU13
47133338	HNRNPA1P33
101405893	SNORD113-6
90823092	MIR4679-2
1138888	TNFRSF18
41724712	INHBA
65953371	RP11-221N13.2
22645170	TRAV31
101406904	SNORD112
90898801	RP11-341B24.3
101407463	SNORD113-7
22653458	TRAV32
47174442	RP11-144G6.13
65996649	RP11-221N13.3
101409788	SNORD113-8
22658052	TRAV33
106534195	PRDM1
47186203	RP11-144G6.4
136236984	SURF4
60260251	MS4A12
48023942	ZNF541
22733632	TRAV37
34639793	CCL4L2
13174877	AC016553.1
97464015	MIR3127
50344524	AQP2
47207805	RP11-144G6.12
13175958	CTC-305H11.1
36875775	SPG20
97477976	RP11-353K11.1
13250347	RPS23P5
40079595	RPS29P24
13553763	CTD-2042D5.1
97622445	RNA5SP101
47222341	RNA5SP312
42783431	SNAP23
26873725	UNC119
4336983	SPNS3
40081621	RPS29P25
44589089	CAMKMT
97647019	snoU13
1271651	TPSG1
121493199	GLI2
97684080	AC079395.1
13638028	CTC-232H10.1
47228366	BMS1P2
65029233	POLA2
207191866	C1orf116
40088472	RPS29P26
110769358	LRIT3
115898258	CTB-118N6.1
34249138	AC009262.2
13860447	CTB-51A17.1
116853124	ATRNL1
8554940	PRAM1
34337108	RNU6-438P
40121940	AC005176.1
34352562	AC005686.1
16090812	RN7SL104P
98391947	C14orf64
40129325	AC005176.2
131133598	URM1
818902	PNPLA2
108193412	AC126177.1
14620129	CTD-2165H16.3
97691718	TRIM43CP
8148239	TSPY24P
60282886	MS4A13
33108368	COL11A2
108226635	RP11-554D14.7
34386124	NPSR1-AS1
8218972	ZNF736P6Y
16137171	AC010145.4
40135142	AC005176.3
108233068	RP11-554D14.6
112464500	NAA25
62902001	RP11-927P21.12
14639535	CCT6P2
25121627	SEPSECS
92967203	RUNX1T1
115910178	CTB-118N6.2
8054134	RP11-599B13.6
44150247	PLAUR
139213460	AC097103.1
1277272	TPSB2
62923752	RP11-583F2.1
139301770	RP11-553K23.2
62887094	PCMTD2
38937979	RP11-804F13.1
89117425	NUTM2D
36757302	CTB-58E17.2
16190549	AC130710.1
1146706	TNFRSF4
39300253	RP11-396F22.1
36777453	RN7SL102P
207217194	YOD1
116051929	RPS17P2
59171244	SLTM
39307042	AC067735.1
36858515	MIR4734
39388605	RP11-554L12.3
36858705	CTB-58E17.1
62932603	RP11-927P21.6
33010175	GREM1
8062467	VAMP2
36859733	CTB-58E17.3
134621896	TTC40
30635497	DHX16
62936700	RP11-927P21.11
39451830	RP11-554L12.2
36871581	CTB-58E17.9
112594701	AC018464.3
142461162	TRBV28
62936720	SLC16A6P1
97700179	AC018892.8
36875944	MIR4726
116078687	RP11-249M12.2
14652047	EEF1A1P13
39481515	RP11-554L12.1
36888055	RNA5SP440
36911532	RNU6-866P
9439299	SETD5
34750369	RPL7P31
142480719	TRBV29-1
112740718	RP11-736E3.1
31076642	CDSN
19256376	MEF2BNB-MEF2B
39564448	RP11-421H10.2
24291294	SRSF10
39836850	AC121334.1
42734155	HHATL
79495422	FSCN2
62939380	RP11-583F2.2
120123595	CIT
113055744	RP11-703P11.1
129274018	PLXND1
62947616	RP11-583F2.6
113937169	RP11-95P9.1
97701198	AC018892.3
157098561	C5orf52
16225344	AC142119.1
142489985	PRSS1
62962668	AMZ2P1
34789865	NCAPD2P1
36920568	SPG20OS
8231577	MTND6P1
72440345	AC005488.11
114054299	AC073626.2
110834040	EGF
21865751	KDM5D
141496990	GRK7
8232073	MTCYBP1
114253842	RNA5SP238
34793036	RN7SL132P
101411986	SNORD113-9
114269910	AC020606.1
14661917	CTD-2165H16.4
34932029	SNORA31
52696453	GSTA5
114293400	MIR3666
34980372	MIR548N
103332299	MFSD9
114701591	AC068610.5
157158205	THG1L
35119601	DPY19L2P1
114719012	AC068610.3
50355653	AQP5
55793440	BRSK1
8575462	ZNF414
136665072	IL20RB
30681227	RP1-130H16.18
3179868	AC091801.1
30584860	ATAT1
37179956	TMEM217
142531859	PRSS2
114776529	RAC1P6
35310335	PPARD
21900888	snoU13
145822719	EPM2A
21950186	RP11-645C24.4
114847948	Y_RNA
115143421	RP11-222O23.1
33094049	HSD17B8
16330519	WI2-2221J1.1
33057747	FMN1
161551011	AGPAT4
115221369	SNORA25
22009631	CTD-2649C14.1
1152288	SDF4
72946838	HID1
37005967	CCNA1
99177950	C14orf177
131174030	CERCAM
150618701	GOLPH3L
22094577	RP11-101E7.2
141594966	ATP1B3
16380471	SNORA40
16383698	AC010745.1
127593601	FBN2
8185299	FOXJ2
172864	AL360078.1
30574996	MRPS18B
31099052	PSORS1C2
247827	RP5-1103G7.10
1290697	TPSAB1
278214	AL034548.1
16405315	AC010745.2
48111453	GLTSCR1
142552587	TRBC1
300957	RP5-1103G7.4
65082289	CDC42EP2
63048027	RP11-583F2.5
30652415	PPP1R18
431307	Y_RNA
63096930	RP11-160O5.1
142557258	TRBJ2-1
820090	RPS10L
50360977	AQP6
142557453	TRBJ2-2
14797234	RBBP4P1
63181437	RP11-169I9.2
142557590	TRBJ2-2P
63416701	AC006080.1
68123822	5S_rRNA
142557740	TRBJ2-3
63453659	CTD-2535L24.3
63640426	GS1-531I17.3
142557891	TRBJ2-4
99690351	MCM7
1141228	ACTG1P3
63651032	GS1-531I17.2
826144	EFCAB4A
142558012	TRBJ2-5
16408295	AC010745.3
64193811	PSMD7P1
1306049	SDCBP2-AS1
142558132	TRBJ2-6
207222801	PFKFB2
142558349	TRBJ2-7
14826038	MIR4637
44220162	IRGC
142561934	TRBC2
16497592	AC010745.4
127265091	TEX36
101416170	SNORD114-1
101418193	SNORD114-2
39860244	RP11-242C24.2
14872441	CTB-40H15.4
39759794	IDO1
101419686	SNORD114-3
158362067	GFM1
101420711	SNORD114-4
142573479	TRBV30
101421707	SNORD114-5
16535524	AC010880.1
12297627	MICALCL
101422577	SNORD113
101423503	SNORD114-6
4388493	OR52B4
101715928	CHSY1
65101225	DPF2
14874509	UQCRBP3
39933383	RP11-242C24.3
1342266	RP11-314N13.3
176737143	TBL1XR1
3341080	SDK1
101426846	AL132709.8
40200897	AC121336.1
1469195	AL109658.1
27775899	HIST1H2AI
8076555	TMEM107
40213552	SNORA22
1497405	RP4-576H24.2
40462045	RPL30P13
30687979	TBC1D10A
14877776	HNRNPKP5
33466420	NRP1
40534728	RP11-476D10.1
101429391	SNORD114-7
40550041	AC079630.2
101432366	SNORD114-9
1509702	RNU6-917P
101433389	SNORD114-10
1572038	RP4-576H24.5
101433989	RP11-909M7.3
40579811	AC079630.4
1614154	RP11-77C3.3
30003645	HIRIP3
68279207	PLA2G15
40680091	AC084290.2
55267888	NARS
40789655	RP11-115F18.1
56498103	PA2G4
116156689	CTC-472C24.1
40947963	RNU6-713P
1645929	SIRPB3P
41122613	RP11-367O10.1
101434448	SNORD114-11
106632351	ATG5
97712325	IGKV2OR2-1
137483579	SOX14
41803269	RP11-413B19.2
16704444	AC104623.2
103585731	KCNIP2
74759541	LOXL3
31103949	CCHCR1
1647006	RN7SL561P
95256389	CEP55
18314473	RP1-37N7.3
116355244	RP11-492L8.1
142615936	EPHB6
1657308	RP4-673D20.5
170650616	C4orf27
97716466	IGKV2OR2-2
37185003	UBE2FP1
42000548	GLI3
101435285	SNORD114-12
42052478	RNA5SP360
1702691	RP4-673D20.4
30664073	NRM
42092297	MTND2P17
16909391	AC008069.1
18319042	AL353997.3
42093193	MTND1P24
14910667	AC016575.1
1737402	RP4-673D20.6
116366896	RP11-492L8.2
8210898	C3AR1
1306060	TPSD1
37223598	RP11-285J16.1
111473115	SIK2
14960341	SEPHS2P1
42157991	RP11-630C16.1
37248049	SERTM1
1748603	RP4-673D20.3
44235301	SMG9
31133333	GALNT14
37237695	AC097359.2
97725682	IGKV1OR2-3
48216600	EHD2
137717577	CLDN18
42223700	RP11-630C16.2
28645940	DSC2
37238232	snoU13
37258270	RP11-259K5.1
37283280	RP11-259K5.2
10633993	GCNT6
37393361	RFXAP
37283303	AC097359.1
17035087	AC008069.2
1784662	RP5-968J1.1
54015141	RP11-357N13.3
42305058	RP11-2A1.1
37317087	TCEA1P2
18321509	YWHAEP2
36982091	MIR4727
116636800	RPL35AP15
54032225	RP11-357N13.2
18324133	AL353997.4
37007777	SNORA21
42463737	RP11-440G2.2
1927892	RP4-684O24.5
54067909	RP11-357N13.1
37009116	SNORA21
37383140	RNA5SP129
37011567	RPS20P35
17151301	AC080094.1
37614642	RNU7-73P
54073305	FTO-IT1
2056201	RPL7P2
15110895	U8
37059957	RP1-56K13.2
17304108	RN7SKP168
2137858	AL121899.1
37075054	RP1-56K13.3
116751205	LINC00992
54146970	AC007347.1
2187863	RP11-128M1.1
60467047	MS4A8
37081421	LINC00672
54273605	RP11-324D17.2
27277531	PIPOX
99635624	BCL11B
15112486	RP1-251I12.1
37786923	AC093415.2
112227313	ZRSR1
54399919	RP11-434E6.2
37152576	RP1-56K13.6
17465559	ZFYVE9P2
20658308	FOCAD
24017478	AC007322.1
2433656	Y_RNA
103353367	TMEM182
2443608	SNORD119
37159501	RP1-56K13.5
24041541	AC007322.3
76139745	UPK3B
2633423	MIR1292
15192248	RP1-137K24.1
97746835	AC018892.9
2634858	SNORD110
161768452	PARK2
37418968	SMAD9
37182968	CTD-2206N4.2
33359313	KIFC1
24065082	AC007322.5
2635713	SNORA51
22298029	RP11-141O15.1
54583215	AC079412.1
2636743	SNORD86
54881159	RP11-1136G4.1
27777842	HIST1H3H
2637270	SNORD56
17566358	PSMC1P10
2637585	SNORD57
144451057	RHPN1
25162263	PI4K2B
2644998	RP4-686C3.7
22376442	RP11-21M24.3
37183530	LRRC37A11P
117054935	RP11-74D3.2
2677351	AL035460.1
22386180	RP11-21M24.2
101811022	VIMP
2761260	RPL19P1
54952775	CRNDE
168801287	MECOM
18221872	SNORA40
22393757	AC092338.5
101436216	SNORD114-13
3074861	RN7SL555P
27782112	HIST1H2AJ
101438440	SNORD114-14
3087559	UBOX5-AS1
97766321	RN7SL313P
101439007	SNORD114-15
15384329	MARK2P5
97987331	IGKV1OR2-11
101439932	SNORD114-16
189896622	COL5A2
108275019	RP11-554D14.4
8239704	MTND1P1
22430090	RRN3P3
3261065	RN7SL839P
108281507	RP11-554D14.5
117114521	RPL7L1P4
3340683	RNU6-1019P
44352150	ARL17B
182401403	CERKL
3342527	UBE2V1P1
8240282	MTND2P3
37190179	CTD-2206N4.1
65122238	TIGD3
3364876	U3
97996726	IGKV2OR2-10
3384863	AL117334.1
18728652	RP11-111J6.2
37213272	CTD-2206N4.4
27782822	HIST1H2BM
3445824	RP11-137F15.1
108293415	RP11-554D14.3
60496789	MS4A18
3470176	SF3A3P1
108297047	RP11-554D14.2
117260703	CTD-3179P9.1
8281078	TRIM60P3Y
38595721	DSCR3
3487654	AL109805.1
19256377	MEF2B
18764633	RNU6-1215P
3868886	RP11-119B16.2
40719086	MLX
108304180	RP11-554D14.1
3898141	MIR103A2
54968825	CTD-3032H12.2
18966073	AC106053.1
27791884	HIST1H4J
88480341	Y_RNA
54971698	CTD-3032H12.1
88650211	NDUFA5P5
4004552	FTLP3
8286832	ZNF736P10Y
145813453	CNTNAP2
64915824	ZBTB25
1355548	UBE2I
15450810	CTD-2313D3.1
176942200	EVX2
88997292	NARG2P2
55041894	CTD-3032H12.3
22448329	SMG1P1
36192694	NADK2
98000864	IGKV2OR2-7
55293881	RP11-26L20.3
4040280	RPL21P2
55325293	RN7SL841P
12398732	PARVA
55366267	RP11-26L20.4
4173712	RP4-779E11.3
60524426	MS4A15
55386633	RPL31P56
108674880	RP11-1K3.1
27798952	HIST1H4K
4411808	RP11-307O10.1
115287515	RP11-458K10.1
4456285	RP5-1164C1.2
117618270	CTD-3179P9.2
37237318	AC091178.1
8506335	LINC00279
55461470	RP11-212I21.2
30006615	INO80E
89096592	GAPDHP50
37329543	RP5-906A24.2
51793956	RP11-114H20.1
4571639	RPL7AL2
115319399	RP11-458K10.2
42798669	HIGD1A
108827907	RP11-13G14.4
89637036	RP11-91A15.2
37789601	RPL21P135
37394719	RP11-690G19.4
115429783	RP11-458K10.3
98018364	IGKV1OR2-6
2289725	ASCL2
89637864	RP11-91A15.1
4610073	RPS4XP2
157160003	AC026407.1
19167729	AC092594.1
42834720	LRRC57
115473327	Y_RNA
66511922	C11orf80
90079434	U3
22801352	AE000661.36
115877983	AC073130.3
30727977	SF3A1
66038114	RP11-221N13.4
90233784	RNU6-712P
8551411	TTTY18
25314407	ZCCHC4
37523912	ALG5
10671651	C6orf52
157170703	LSM11
117803851	CTD-2281M20.1
90251466	PROSP
4716315	RP5-1068H6.1
8572513	TTTY19
65142663	SLC25A45
95326422	FFAR4
111597632	PPP2R1B
115878314	AC002066.1
22849083	AE000661.37
4849630	SNORA31
55572112	RP11-212I21.4
4863030	snoU13
90310564	HSPE1P19
4994166	RP5-1116H23.1
8234807	NECAP1
18330175	KRT17P2
113341817	CHCHD5
115915660	AC073130.1
5006365	RN7SL514P
55762027	CES1P2
176957619	HOXD13
5079033	RNA5SP474
5094639	Y_RNA
5102063	SNORA26
5273034	UBE2D3P1
110906169	FAM216A
4406127	TRIM21
115985909	AC002066.2
31662096	LY6G6D
98024520	IGKV3OR2-5
116073268	snoZ185
15602298	CTD-2350J17.1
5326652	RNA5-8SP7
116182772	AC006159.5
116203648	AC006159.4
37408897	RP11-690G19.3
5407541	LINC00658
98037725	IGKV2OR2-7D
35208836	S100A11P2
33097900	RING1
176964458	HOXD12
35297992	AC009531.2
30584129	ATAT1
19466982	CDC45
153629579	DNASE1L1
19548190	MIR4757
74606223	IL8
33519539	SLC35G3
31079362	TSPAN11
27806323	HIST1H2BN
15935291	MIR887
5451853	RP5-828H9.1
42473563	AC023513.1
117911270	RP11-2N5.2
42636017	RN7SL10P
47253595	GLUD1P8
19657981	AC010096.1
30675831	MDC1
42680713	RP11-76E16.2
35535631	AC007652.1
16033338	RNA5SP178
2316875	C11orf21
35734824	RP11-379H18.1
37453658	AC005288.1
137687070	AKR1D1
27665233	KRTCAP3
37558046	CTB-131K11.1
98041867	IGKV2OR2-8
5476713	LINC00654
19675211	AC010096.2
42740863	SNORA74
8651351	TTTY11
42792352	RNU6-249P
59397277	CCNB2
16129287	RP11-19O2.1
55313658	ATP8B1
207262187	C4BPB
55824169	TMEM150B
42825467	RP11-328C8.2
27805658	HIST1H2AK
4470525	OR52K2
93562608	RNU6-488P
93686770	Y_RNA
35420138	FANCE
51804923	MAGED4B
93695873	RNU6-511P
42948325	C7orf25
198364718	HSPE1
4510109	OR52K1
117931883	RP11-2N5.1
157212751	CLINT1
19911476	AC019055.1
33570055	SLFN5
93707478	HMGN1P7
20026010	CISD1P1
186478893	PSMD10P2
5479762	RP5-1022P6.7
186489630	RNU6-1105P
4566421	OR52M1
5488521	RP5-1022P6.4
186490378	RP11-573D15.6
81267844	ATG10
7863628	HAO1
186499569	RP11-573D15.9
5513524	RPS18P1
93794756	RBBP4P2
16180347	RP11-19O2.2
98051276	IGKV1OR2-9
186502585	SNORD2
55794460	CES1P1
5514274	RP5-1022P6.5
4592653	C11orf40
89264632	MINPP1
186504112	SNORA63
186504464	SNORA81
5529486	RP5-1022P6.3
186505089	SNORA63
9543481	LHFPL4
5870701	RNU1-55P
186505401	SNORA4
95351444	RBP4
163148164	PACRG
5908731	RP5-967N21.2
93817351	RNU7-108P
5945184	Y_RNA
150670536	HORMAD1
4608021	OR52I2
5945826	RP5-967N21.7
94225610	ARMC10P1
68298433	SLC7A6
44139307	ZNF32
146114638	FBXO30
50370706	RACGAP1
5982379	RN7SL498P
6181636	TARDBPP1
94654604	RP11-118N24.2
20068621	LINC00954
39792133	IDO2
4615037	OR52I1
6194346	RP4-775C13.1
94655930	WDR82P1
37638739	RNU6-981P
37702357	RNU6-233P
6199846	RP4-775C13.2
37775866	AC087491.2
37831412	NDUFAF4P3
21359558	RNASE3
186525481	RP11-573D15.3
6209441	AL109618.1
6427370	CASC20
186528669	RP11-573D15.2
38010895	MIR26A1
176968944	HOXD11
134779905	C5orf20
38056059	Y_RNA
6711905	RP5-859D4.3
186544338	RP11-573D15.1
94657016	LINC00879
38093250	PPP2R2DP1
6841661	snoR26
186569675	ADIPOQ-AS1
7050261	RP4-764O22.1
35179593	CFL2
186617987	RPS20P14
35754644	AC018647.3
21423611	RNASE2
47254247	DUSP8P4
7127114	RP4-764O22.2
134779908	TIFAB
4619902	TRIM68
68172671	RN7SL369P
68181262	RPL21P9
116211014	AC006159.3
60552821	MS4A10
47271222	CTSLP7
11451	CU459211.1
27833034	HIST1H2AL
7237227	RP11-19D2.1
37882748	MIR4728
37572953	EXOSC8
35791466	AC007551.3
7282703	RP11-19D2.2
37913974	RP11-94L15.2
7328114	RP5-988G17.1
31662077	LY6G6F
37991290	KRT8P34
68201912	RP11-1012A1.10
832843	CD151
16192197	NACAP6
7614211	RN7SL547P
37995622	AC079199.2
7677533	AL031653.1
116513508	AC002543.2
109022463	RP11-689B22.2
98069548	AC159540.3
7812445	RP5-836E8.1
47279073	RP11-144G6.10
61627822	DCAF7
7957995	TMX4
44793038	CXCL12
22886826	AE000661.50
141663277	TFDP2
52761437	GSTA3
132316081	ACKR4
38083995	RP11-387H17.4
22945296	TRAJ60
8769244	AC007967.2
7999870	RP5-971N18.3
22950686	TRAJ55
47379727	FAM35DP
118093906	RNU7-34P
16373470	RP1-167G20.1
27834570	HIST1H1B
30752624	CCDC157
109062224	RNU7-169P
101441143	SNORD114-17
109132260	Y_RNA
33603163	RYR3
163586446	AL078585.1
65154070	FRMD8
129693146	RP11-669N7.3
118096169	CTC-448D22.1
144501352	MAFA
176973518	HOXD10
27839623	HIST1H3I
60609544	CCDC86
16428645	RP1-167G20.2
8078471	PHKBP1
47382464	RN7SL453P
68212084	U3
68217947	RN7SL213P
47396223	RHEBP2
68265721	RP11-1012A1.7
18335365	KRT16P1
131217465	ODF2
8774265	AC007967.3
94890764	RPS18P6
47570513	RP11-292F22.5
8229351	PLCB1-IT1
68591721	CTD-2566J3.1
64932217	AKAP5
24073668	RBMY2AP
16616035	RP11-260E18.1
68616337	RN7SL706P
8589827	AL031655.1
47594379	AHCYP1
27840926	HIST1H4L
44370099	LRRC37A
8590801	AL031655.2
67891	DEFB125
8811833	RNU105B
46285092	SULF2
1167629	B3GALT6
139302947	RN7SKP124
8910542	RP5-859I17.2
139328513	RN7SL724P
40010989	C8orf4
9047481	AL121898.1
20101786	RP11-79O8.1
130005848	RP11-337L12.1
144519825	ZC3H3
139397462	RP11-442N1.2
42841008	HAUS2
9485827	RP5-1119D9.4
38168479	RP11-387H17.6
16617334	CTC-461F20.1
91024097	AL353751.1
42948872	PSMA2
24086159	AC007322.7
139407245	RP11-442N1.1
123010	DEFB126
9556255	RP5-986I17.2
91043522	RP11-149I23.3
130165972	RP11-174M13.2
9966736	RP5-839B4.8
20189978	AC079145.4
139556062	RP11-166D18.1
198365137	HSPE1-MOB4
60618413	PTGDR2
24118460	OFD1P8Y
38738092	DYRK1A
91122051	IFIT6P
1177826	FAM132A
139563920	TRMT112P5
140122262	AC092988.1
16623113	Y_RNA
95372345	PDE6C
10002620	SNAP25-AS1
140168277	RP11-68L1.2
122734412	THOC2
20251895	RP11-644K8.1
2323227	TSPAN32
130231933	RP11-174M13.1
138111	DEFB127
91215821	RP11-168O10.6
35436185	RPL10A
98081083	AC159540.1
36452989	MRPL45
130263853	RN7SL534P
64970430	ZBTB1
47605211	ANTXRLP1
16854103	RNA5SP179
75962640	TMEM30A
40388109	ZMAT4
112312399	DCP2
91352500	MIR107
16902403	CTB-55B8.1
60635035	ZP1
91404360	RP11-80H5.5
186640075	RP11-42D20.1
61678231	TACO1
172560844	AC068039.1
140179842	RP11-68L1.1
10036968	AL109754.1
186650337	AC007690.1
91405039	RP11-80H5.2
10154168	RP11-416N4.4
26880401	PIGS
168494	DEFB128
8585674	MYO1F
140208894	AC048346.1
186914878	RP11-208N14.4
140224453	CLSTN2-AS1
10160883	RP11-416N4.1
109171920	SNORA40
49892921	WDFY4
106959730	AIM1
42846244	ACKR2
140338536	RP11-13L2.1
187141103	snoU13
10315067	HIGD1AP15
109230684	MIR619
140583917	RP11-691G17.1
20263617	AC098828.2
91406046	RP11-80H5.6
140621036	RP11-4H14.1
109301517	RP11-423G4.7
16941952	RNU6-660P
207899	DEFB129
91426938	RP11-80H5.9
207277607	C4BPA
10329805	RPL23AP6
25912982	SLC17A2
44270685	KCNN4
54943134	PDE1B
140691586	RP11-231L11.3
91454052	RP11-80H5.7
109320211	RNU6-361P
136251902	C9orf96
109425360	AC190387.1
30773835	RNF215
20355379	AC098828.3
132373290	UBA5
109490155	USP30-AS1
91589267	LINC00865
69622882	NFU1
17107469	CTD-2228A4.1
71336814	MCEE
238377	DEFB132
20375107	RN7SL140P
91597369	RP11-248C1.3
91675246	RP11-478K7.2
76239303	POMZP3
81910645	ANXA11
9691117	MTMR14
20375566	RNU6-961P
91738474	SNRPD2P1
17117685	Y_RNA
20439653	AC007041.2
172640880	SLC25A12
132149033	SOWAHA
27858093	HIST1H3J
48248779	GLTSCR2
134869991	NEUROG1
34905369	RAD1
19007427	GPR64
163835032	QKI
65222728	AP000769.1
19287712	MEF2BNB
91923408	RN7SKP143
17130137	AC091878.1
92162278	RP11-15K3.1
27860477	HIST1H2AM
55851221	SUV420H2
198380295	MOB4
134906373	CXCL14
38166783	Y_RNA
140833966	RP11-231L11.1
118309491	PTMAP2
20446087	RNU7-113P
38311774	RP11-815I22.1
140977260	RP11-764I5.1
17157080	RNA5SP180
48609904	EPN3
140986195	RP11-438D8.2
38183795	SNORD124
144635377	GSDMD
130336753	RP11-572C21.1
38306389	AC068669.1
141026454	RP11-789L4.1
20553403	AC007041.1
38399475	RNY4P8
118342042	CTB-161M19.4
59427113	MYO1E
130509038	RP11-474D1.4
141189476	KRT18P35
42956460	PSMA2
176987088	HOXD9
17202383	DCAF13P2
24194701	HSFY5P
52042851	OSBPL9
141243975	RASA2-IT1
182895831	MCF2L2
24195902	USP9YP17
141319118	YWHAQP6
118343266	RNU6-373P
141382041	RP11-340E6.1
118345755	CTB-161M19.1
20586147	SLC7A15P
132157833	SHROOM1
38459457	CTD-2267D19.6
130517999	RP11-474D1.3
72453891	Y_RNA
1189289	UBE2J2
38497119	CTD-2267D19.2
17240720	RNU6-1003P
21457929	METTL17
141427858	TPT1P3
25378835	ANAPC4
38524204	CTD-2267D19.4
20601388	RNA5SP86
22492795	snoU13
72476064	RP11-313P13.3
61699775	MAP3K3
17306490	CTD-2139B15.1
22557019	RP11-368J21.3
20650803	AC023137.2
135170338	SLC25A48
64263861	RNA5SP444
64360147	RN7SL735P
64394187	RP11-4F22.2
14143811	TRIO
24382525	MYOM3
17345725	RN7SKP133
50378541	ZMYND10
176994422	HOXD8
20680605	Y_RNA
8112824	PLCB1
71357444	MPHOSPH10
158122928	EBF1
17353804	FTH1P10
20995306	PTPLAD2
63815743	MDH1
19510547	CLDN5
